StreetNumber,StreetName,City,StateOrProvince,CountyOrParish,PostalCode,ClosePrice,ElementarySchool,MiddleSchool,HighSchool,SubdComplex,Stories,UpperBedrooms,UpperFullBaths,UpperHalfBaths,MainBedrooms,MainFullBaths,MainHalfBaths,LowerBedrooms,LowerFullBaths,LowerHalfBaths,ParkingDesc,BasementDesc,FireplacesNum,PoolonProperty,YearBuilt,Exterior,SqFtTotal,AssociationFee,CloseDate,CDOM
1258,DeKalb,Atlanta,Georgia,Dekalb,30307,194900,Lin,Inman,Grady,Townhomes At Candler Park,,0,0,0,1,1,0,0,0,0,"1 Car Garage, Attached",Slab/None,0,,2005,"Deck, Walk out balcony",928,134,7/17/2015,42
1564,Dekalb,Atlanta,Georgia,Dekalb,30307,190000,Lin,Inman,Grady,Warehouse Lofts At Candler Par,,0,0,0,2,1,0,0,0,0,2 Assigned,,0,,1968,None,0,332,5/29/2015,63
285,Oxford,Atlanta,Georgia,Dekalb,30307,189000,Lin,Inman,Grady,Oxford Place,,2,1,0,0,0,0,0,0,0,1 Assigned,Crawl Space,0,,1953,"Patio, Walk out courtyard, 1-2 Step Entry",936,225,6/10/2016,40
291,Oxford,Atlanta,Georgia,Dekalb,30307,187500,Lin,Inman,Grady,Oxford Place,,2,1,0,0,0,0,0,0,0,1 Assigned,"Crawl Space, Slab/None",0,,1953,"1-2 Step Entry, Fenced Yard, Patio, Walk out courtyard",864,225,2/19/2016,5
2044,HOWARD,Atlanta,Georgia,Dekalb,30307,187200,Lin,Inman,Grady,LAKE CLAIRE,1 & 1/2 Stories,2,1,0,2,1,0,0,1,0,"Detached, Driveway","Bath, Partial",1,None,1964,"Deck, Fenced Yard, Patio",2728,0,1/31/2012,24
1846,Gordon,Atlanta,Georgia,Dekalb,30307,181350,Lin,Inman,Grady,24,,0,0,0,1,1,1,0,0,0,"1 Assigned, Covered, Drive Under Main Level, Underground",,0,,2005,"Central Storage, Patio, Prof Landscaping, Walk out courtyard",1100,227,1/24/2014,36
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,179900,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"2 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",1104,237,7/28/2014,6
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,175000,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"2 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",1106,289,7/10/2014,187
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,175000,Lin,Inman,Grady,Axis,,1,1,0,1,1,0,0,0,0,"2 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",1160,250,7/2/2014,1
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,175000,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,1 Assigned,,0,,2008,Patio,912,188,10/29/2015,8
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,174000,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"2 Assigned, Parking Lot",Slab/None,0,,2008,Patio,1104,237,8/22/2014,199
1570,Dekalb,Atlanta,Georgia,Dekalb,30307,173320,Lin,Inman,Grady,Pickle Factory Lofts,,1,1,0,1,0,1,0,0,0,Parking Lot,,0,,1950,"Central Storage, Walk out courtyard",1735,175,3/19/2013,14
633,Moreland,Atlanta,Georgia,Dekalb,30307,172500,Lin,Inman,Grady,Druid Place,,0,0,0,2,1,0,0,0,0,"2 Unassigned, Parking Lot, Side/Rear Entry","Interior Entry, Partial",0,,1920,"Central Storage, Prof Landscaping",1044,220,12/31/2014,3
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,170000,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"2 Unassigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",1106,237,4/1/2014,95
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,170000,Lin,Inman,Grady,Axis,,1,1,0,1,1,0,0,0,0,"2 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",1170,250,4/30/2014,24
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,159900,Lin,Inman,Grady,AXIS,,0,0,0,1,1,0,0,0,0,1 Assigned,Slab/None,0,,2008,"Deck, Walk out balcony",774,208,10/23/2015,18
410,Candler Park,Atlanta,Georgia,Dekalb,30307,157500,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot","Exterior Entry, Full",0,,1961,"Gas Grill, Gazebo, Patio, Prof Landscaping, Walk out balcony, Walk out courtyard, Yard",840,250,3/25/2016,6
633,Moreland,Atlanta,Georgia,Dekalb,30307,156000,Lin,Inman,Grady,DRUID PLACE,,0,0,0,2,1,0,0,0,0,"1 Assigned, 1 Unassigned",Unfinished,0,,1950,"Central Storage, Prof Landscaping, Walk out courtyard, Yard",1044,220,5/13/2015,140
410,Candler Park,Atlanta,Georgia,Dekalb,30307,154900,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,1 Assigned,,0,,1961,"Prof Landscaping, Walk out balcony",840,250,4/8/2016,17
410,Candler Park,Atlanta,Georgia,Dekalb,30307,152500,Lin,Inman,Grady,Candler Park Condos,,0,0,0,0,0,0,2,1,0,1 Assigned,,0,,1961,"Prof Landscaping, Walk out courtyard, Yard",870,250,10/6/2015,5
1355,Euclid,Atlanta,Georgia,Dekalb,30307,149900,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,"1 Assigned, Street",Slab/None,0,,1961,"Gas Grill, Patio, Prof Landscaping, Other",804,313,5/31/2016,17
1564,DEKALB,Atlanta,Georgia,Dekalb,30307,148575,Lin,Inman,Grady,WAREHSE LOFTS AT CANDLER PARK,,0,0,0,1,1,0,0,0,0,2 Assigned,Slab/None,0,,1968,Deck,1635,275,5/15/2012,202
410,Candler Park,Atlanta,Georgia,Dekalb,30307,148000,Lin,Inman,Grady,Candler Park Condos,,0,0,0,0,0,0,2,1,0,1 Assigned,,0,,1961,"Cov/Enclosed Porch, Prof Landscaping, Walk out courtyard, Yard",870,250,8/21/2015,7
410,Candler Park,Atlanta,Georgia,Dekalb,30307,144000,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot","Crawl Space, Exterior Entry, Full, Partial",0,,1961,"Cov/Enclosed Porch, Patio, Prof Landscaping, Walk out balcony, Yard, Other",840,250,7/31/2015,97
1355,Euclid,Atlanta,Georgia,Dekalb,30307,143000,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,"1 Assigned, Street, Deeded",Slab/None,0,,1961,"Gas Grill, Prof Landscaping, Patio, Guest House",804,312,5/23/2016,38
410,Candler Park,Atlanta,Georgia,Dekalb,30307,140000,Lin,Inman,Grady,Candler Park Condos,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot","Crawl Space, Exterior Entry, Full, Partial",0,,1961,"Cov/Enclosed Porch, Patio, Prof Landscaping, Walk out balcony, Yard, Other",840,250,4/22/2015,56
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,139900,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"2 Assigned, Parking Lot",Slab/None,0,,2008,None,912,241,5/30/2014,0
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,139900,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"2 Assigned, Parking Lot",Slab/None,0,,2008,None,0,240,8/5/2014,6
410,Candler Park,Atlanta,Georgia,Dekalb,30307,138900,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot","Crawl Space, Exterior Entry, Full, Partial",0,,1961,"Cov/Enclosed Porch, Other, Patio, Prof Landscaping, Walk out balcony, Yard",840,240,9/6/2013,51
410,Candler Park,Atlanta,Georgia,Dekalb,30307,138225,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot","Crawl Space, Exterior Entry, Full, Partial",0,,1961,"Cov/Enclosed Porch, Other, Patio, Prof Landscaping, Walk out balcony, Yard",840,240,9/22/2014,10
584,Goldsboro,Atlanta,Georgia,Dekalb,30307,138000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,"Partial, Unfinished",0,,1951,None,840,250,10/7/2015,14
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,137900,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,1 Assigned,Slab/None,0,,2008,1-2 Step Entry,912,243,7/10/2015,33
1564,DEKALB,Atlanta,Georgia,Dekalb,30307,135000,Lin,Inman,Grady,WAREHOUSE LOFTS AT CANDLER PRK,,1,1,0,1,1,0,0,0,0,2 Assigned,,1,,1968,"Deck, Patio",0,275,3/28/2012,57
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,135000,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",917,196,3/12/2014,45
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,135000,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"2 Assigned, Parking Lot",Slab/None,0,,2008,None,912,196,3/26/2014,189
560,Goldsboro,Atlanta,Georgia,Dekalb,30307,135000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,,0,,1951,Patio,840,250,9/3/2015,6
410,Candler Park,Atlanta,Georgia,Dekalb,30307,135000,Lin,Inman,Grady,Candler Park Condos,,0,0,0,1,1,0,0,0,0,1 Assigned,Crawl Space,0,,1961,"Gazebo, Prof Landscaping, Walk out courtyard, Yard",840,250,8/31/2015,12
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,134900,Lin,Inman,Grady,Axis,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,None,856,224,4/30/2014,43
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,134900,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,None,774,208,6/10/2014,64
410,Candler Park,Atlanta,Georgia,Dekalb,30307,134000,Lin,Inman,Grady,Candler Park Condos,,0,0,0,1,1,0,0,0,0,1 Assigned,Crawl Space,0,,1961,"Gazebo, Prof Landscaping, Walk out courtyard, Yard",840,250,12/8/2015,24
572,Goldsboro,Atlanta,Georgia,Dekalb,30307,134000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,Slab/None,0,,1950,"1-2 Step Entry, Cov/Enclosed Porch, Prof Landscaping, Walk out courtyard",840,300,2/19/2016,12
1848,Gordon,Atlanta,Georgia,Dekalb,30307,133900,Lin,Inman,Grady,Sutherland Place,,0,0,0,1,1,1,0,0,0,"1 Assigned, Covered, Drive Under Main Level, Underground",Slab/None,0,,2005,"Central Storage, Patio, Prof Landscaping, Satellite Dish, Walk out courtyard",1100,227,11/6/2012,324
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,133000,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,None,796,208,7/31/2014,115
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,132000,Lin,Inman,Grady,TOWNHOMES AT CANDLER PARK,,0,0,0,1,1,0,0,0,0,1 Car Garage,,0,,2006,"Other, Patio, Prof Landscaping",952,120,8/24/2012,16
410,Candler Park,Atlanta,Georgia,Dekalb,30307,130800,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,"1 Assigned, 1-2 Step Entry, Parking Lot, Side/Rear Entry",Crawl Space,0,,1961,"1-2 Step Entry, Cov/Enclosed Porch, Patio",840,240,12/31/2013,116
568,Goldsboro,Atlanta,Georgia,Dekalb,30307,129500,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,Slab/None,0,,1951,Walk out courtyard,850,250,2/1/2016,69
410,Candler Park,Atlanta,Georgia,Dekalb,30307,129000,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot",,0,,1961,"Deck, Patio, Walk out courtyard",0,240,7/29/2013,182
410,Candler Park,Atlanta,Georgia,Dekalb,30307,128500,Lin,Inman,Grady,Candler Park Condominiums,,0,0,0,1,1,0,0,0,0,1 Assigned,,0,,1961,Prof Landscaping,840,,6/11/2013,44
410,Candler Park,Atlanta,Georgia,Dekalb,30307,127500,Lin,Inman,Grady,Candler Park Condos,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,1961,Prof Landscaping,840,240,3/28/2014,127
410,Candler Park,Atlanta,Georgia,Dekalb,30307,127500,Lin,Inman,Grady,Candler Park Condo,,0,0,0,1,1,0,0,0,0,1 Assigned,,0,,1961,"Other, Prof Landscaping",840,240,5/14/2014,12
410,Candler Park,Atlanta,Georgia,Dekalb,30307,127500,Lin,Inman,Grady,Candler Park Condos,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot","Crawl Space, Exterior Entry, Full, Partial",0,,1961,"Cov/Enclosed Porch, Other, Patio, Prof Landscaping, Walk out balcony, Yard",840,240,9/25/2014,10
410,Candler Park,Atlanta,Georgia,Dekalb,30307,127000,Lin,Inman,Grady,Candler Park,,0,0,0,2,1,0,0,0,0,1 Assigned,Exterior Entry,0,,1961,"Gas Grill, Gazebo, Prof Landscaping",840,240,9/6/2012,1
410,Candler,Atlanta,Georgia,Dekalb,30307,125000,Lin,Inman,Grady,Candler Park Condominiums,,0,0,0,1,1,0,0,0,0,1 Assigned,Crawl Space,0,,1961,"1-2 Step Entry, Walk out courtyard",840,240,12/29/2014,5
564,Goldsboro,Atlanta,Georgia,Dekalb,30307,125000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,,0,,1951,None,840,250,7/16/2015,27
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,124600,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",972,197,2/11/2015,13
576,GOLDSBORO,Atlanta,Georgia,Dekalb,30307,123650,Lin,Inman,Grady,CANDLER PARKSIDE,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot",Interior Entry,0,,1951,Prof Landscaping,0,250,7/2/2015,96
554,Goldsboro,Atlanta,Georgia,Dekalb,30307,123000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,"1 Assigned, Street",Interior Entry,0,,1951,"Gas Grill, Patio, Walk out courtyard",840,250,10/18/2013,24
546,Goldsboro,Atlanta,Georgia,Dekalb,30307,123000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,"Exterior Entry, Unfinished",0,,1951,"Central Storage, Other",840,250,2/28/2014,17
410,Candler Park,Atlanta,Georgia,Dekalb,30307,123000,Lin,Inman,Grady,Candler Park Condo,,0,0,0,1,1,0,0,0,0,1 Assigned,Crawl Space,0,,1961,"Gas Grill, Gazebo, Pool Screened/Enclosed, Walk out courtyard",0,240,10/28/2014,227
1355,Euclid,Atlanta,Georgia,Dekalb,30307,122000,Lin,Inman,Grady,Candler Walk Condominiums,,0,0,0,2,1,0,0,0,0,1 Assigned,,0,,1961,Walk out balcony,804,245,12/19/2014,13
1355,Euclid,Atlanta,Georgia,Dekalb,30307,122000,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,1 Assigned,Slab/None,0,,1961,"Prof Landscaping, Walk out courtyard",804,245,7/17/2015,17
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,121440,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",1106,241,7/30/2014,208
560,Goldsboro,Atlanta,Georgia,Dekalb,30307,121000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,Slab/None,0,,1951,"Central Storage, Prof Landscaping, Other",840,250,2/27/2015,5
1338,Dekalb,Atlanta,Georgia,Dekalb,30307,120000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Side/Rear Entry,"Daylight, Exterior Entry",2,None,1915,"Fenced Yard, Front Porch, Garden Area",1706,0,10/4/2012,79
1332,Euclid,Atlanta,Georgia,Dekalb,30307,119000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,"1 Assigned, Side/Rear Entry, Street","Interior Entry, Unfinished",0,,1951,Other,840,250,9/19/2013,18
576,Goldsboro,Atlanta,Georgia,Dekalb,30307,119000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,Slab/None,0,,1951,None,840,250,1/30/2015,7
1355,Euclid,Atlanta,Georgia,Dekalb,30307,118000,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,2 Assigned,Slab/None,0,,1961,Patio,804,229,3/4/2014,89
410,Candler Park,Atlanta,Georgia,Dekalb,30307,117500,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot","Crawl Space, Exterior Entry, Full, Partial",0,,1961,"Cov/Enclosed Porch, Other, Patio, Prof Landscaping, Walk out balcony, Yard",870,240,6/22/2012,50
410,Candler Park,Atlanta,Georgia,Dekalb,30307,117500,Lin,Inman,Grady,Candler Park,,0,0,0,1,1,0,0,0,0,1 Assigned,Exterior Entry,0,,1961,"Gas Grill, Gazebo, Prof Landscaping",840,240,9/14/2012,2
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,117500,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",921,241,10/8/2014,291
1355,Euclid,Atlanta,Georgia,Dekalb,30307,117500,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot",,0,,1961,Prof Landscaping,804,230,12/1/2014,32
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,117000,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",851,223,9/30/2014,61
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,117000,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,2008,"Patio, Prof Landscaping, Walk out balcony",851,223,10/31/2014,124
410,Candler Park,Atlanta,Georgia,Dekalb,30307,115000,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot","Crawl Space, Exterior Entry, Full, Partial",0,,1961,"Cov/Enclosed Porch, Other, Patio, Prof Landscaping, Walk out balcony, Yard",840,240,4/24/2012,4
572,Goldsboro,Atlanta,Georgia,Dekalb,30307,115000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot, Street",,0,,1951,None,840,250,9/25/2013,7
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,115000,Lin,Inman,Grady,Axis,,0,0,0,1,1,0,0,0,0,"1 Unassigned, Parking Lot",Slab/None,0,,2007,None,851,182,10/18/2013,35
1355,Euclid,Atlanta,Georgia,Dekalb,30307,112500,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,1 Assigned,,0,,1961,"Prof Landscaping, Walk out balcony",804,245,1/11/2013,46
1322,Euclid,Atlanta,Georgia,Dekalb,30307,111081,Lin,Inman,Grady,1322 Euclid Ave Condos,,0,0,0,1,1,0,0,0,0,1 Assigned,Slab/None,0,,1958,"Prof Landscaping, 1-2 Step Entry",759,130,3/17/2016,1
1322,Euclid,Atlanta,Georgia,Dekalb,30307,110000,Lin,Inman,Grady,1322 Euclid Ave Cond,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,1958,"Prof Landscaping, 1-2 Step Entry",759,130,2/26/2016,118
1355,Euclid,Atlanta,Georgia,Dekalb,30307,109900,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot, Street",,0,,1961,"Other, Prof Landscaping",0,230,3/6/2014,4
1355,Euclid,Atlanta,Georgia,Dekalb,30307,109000,Lin,Inman,Grady,Candler Walk,,0,0,0,1,1,0,0,0,0,1 Assigned,,0,,1961,Patio,804,212,10/29/2015,17
410,Candler Park,Atlanta,Georgia,Dekalb,30307,108000,Lin,Inman,Grady,Candler Park Condos,,0,0,0,2,1,0,0,0,0,1 Assigned,"Crawl Space, Exterior Entry",0,,1961,"Other, Patio, Prof Landscaping, Walk out balcony, Walk out courtyard, Yard",0,240,3/30/2012,26
1332,Euclid,Atlanta,Georgia,Dekalb,30307,107000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,"1 Assigned, 1 Unassigned",Slab/None,0,,1951,Fenced Yard,840,250,9/13/2013,1
1355,Euclid,Atlanta,Georgia,Dekalb,30307,106000,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,1961,"Other, Walk out balcony",804,135,3/7/2014,82
373,Moreland,Atlanta,Georgia,Dekalb,30307,105000,Lin,Inman,Grady,The Pointe,,0,0,0,1,1,0,0,0,0,"Parking Lot, Side/Rear Entry",Slab/None,0,,1920,Walk out balcony,612,121,2/14/2013,15
1355,Euclid,Atlanta,Georgia,Dekalb,30307,103000,Lin,Inman,Grady,Candler Walk,,1,1,0,0,0,0,0,0,0,1 Assigned,Slab/None,0,,1961,"Deck, Gas Grill, Patio, Prof Landscaping, Walk out courtyard",492,162,5/22/2015,73
1355,Euclid,Atlanta,Georgia,Dekalb,30307,103000,Lin,Inman,Grady,Candler Walk,,0,0,0,1,1,0,0,0,0,"1 Assigned, Deeded, Parking Lot",,0,,1961,"Prof Landscaping, Walk out balcony, Other",492,169,8/24/2015,10
564,Goldsboro,Atlanta,Georgia,Dekalb,30307,102000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,,0,,1951,"Central Storage, Walk out courtyard",840,250,1/24/2014,124
1355,EUCLID AVENUE NE,Atlanta,Georgia,Dekalb,30307,101900,Lin,Inman,Grady,CANDLER WALK,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Pad, Deeded",Slab/None,0,,1961,Walk out balcony,492,170,6/17/2015,32
1355,Euclid,Atlanta,Georgia,Dekalb,30307,100000,Lin,Inman,Grady,Candler Walk,,0,0,0,1,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,1961,"Gas Grill, Outdoor Fireplace, Patio",0,245,7/25/2014,39
1322,Euclid,Atlanta,Georgia,Dekalb,30307,100000,Lin,Inman,Grady,1322 Euclid Condos,,0,0,0,1,1,0,0,0,0,1 Assigned,Slab/None,0,,1958,Other,759,130,6/15/2016,1
584,Goldsboro,Atlanta,Georgia,Dekalb,30307,99900,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,"None, Parking Lot",Exterior Entry,0,,1951,"Other, Prof Landscaping",840,250,12/20/2013,84
1355,Euclid,Atlanta,Georgia,Dekalb,30307,97000,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,1961,"Prof Landscaping, Walk out courtyard",804,245,4/8/2014,147
1355,Euclid,Atlanta,Georgia,Dekalb,30307,96800,Lin,Inman,Grady,Candler Park,,0,0,0,1,1,0,0,0,0,1 Assigned,Slab/None,0,,1961,"None, Other, Patio",0,169,12/21/2015,73
1564,Dekalb,Atlanta,Georgia,Dekalb,30307,95000,Lin,Inman,Grady,Warehouse Lofts At Candler,,0,0,0,1,1,0,0,0,0,1 Unassigned,Slab/None,0,,1968,None,995,332,11/15/2013,129
1355,Euclid,Atlanta,Georgia,Dekalb,30307,93000,Lin,Inman,Grady,Candler Walk,,0,0,0,1,1,0,0,0,0,"Parking Lot, Parking Pad",Slab/None,0,,1961,Deck,0,183,10/16/2014,128
1332,Euclid,Atlanta,Georgia,Dekalb,30307,91000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,"2 Assigned, Street","Interior Entry, Partial",0,,1951,"Central Storage, Irrigation System, Prof Landscaping, Walk out courtyard",840,250,6/29/2012,11
1355,Euclid,Atlanta,Georgia,Dekalb,30307,90000,Lin,Inman,Grady,Candler Walk,,0,0,0,1,1,0,0,0,0,1 Assigned,Slab/None,0,,1961,Patio,492,162,5/16/2014,4
584,Goldsboro,Atlanta,Georgia,Dekalb,30307,85000,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,Slab/None,0,,1951,None,840,250,7/5/2013,104
560,Goldsboro,Atlanta,Georgia,Dekalb,30307,84900,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,"Parking Lot, Parking Pad",Slab/None,0,,1951,None,840,240,3/13/2013,16
1355,Euclid,Atlanta,Georgia,Dekalb,30307,82500,Lin,Inman,Grady,Candler Walk,,0,0,0,2,1,0,0,0,0,"2 Car Garage, Attached, Driveway, Side/Rear Entry",Slab/None,0,,1961,Other,0,0,1/27/2012,76
584,Goldsboro,Atlanta,Georgia,Dekalb,30307,79900,Lin,Inman,Grady,Candler Parkside,,0,0,0,2,1,0,0,0,0,1 Assigned,Slab/None,0,,1951,None,840,250,3/15/2013,125
249,Josephine,Atlanta,Georgia,Dekalb,30307,77000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Slab/None,0,None,1980,"Garden Area, Patio",864,0,1/13/2012,10
1355,EUCLID,Atlanta,Georgia,Dekalb,30307,77000,Lin,Inman,Grady,CANDLER WALK,,0,0,0,2,1,0,0,0,0,1 Assigned,Slab/None,0,,1961,Patio,747,209,3/5/2012,5
373,Moreland,Atlanta,Georgia,Dekalb,30307,76500,Lin,Inman,Grady,The Pointe,,0,0,0,1,1,0,0,0,0,"Parking Lot, Parking Pad, Street",Slab/None,0,,1920,None,442,117,9/23/2014,24
1355,Euclid,Atlanta,Georgia,Dekalb,30307,75000,Lin,Inman,Grady,Candler Walk,,0,0,0,1,1,0,0,0,0,1 Assigned,,0,,1961,Patio,492,135,11/8/2013,11
333,Elmira,Atlanta,Georgia,Dekalb,30307,72000,Lin,Inman,Grady,Candler Park Commons,,0,0,0,1,1,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry",Slab/None,1,,1921,Yard,750,326,7/22/2015,27
1189,McLendon,Atlanta,Georgia,Dekalb,30307,68000,Lin,Inman,Grady,LAUREA,,0,0,0,1,1,0,0,0,0,"None, Street",Exterior Entry,0,,1925,Walk out balcony,684,180,8/30/2012,14
1355,Euclid,Atlanta,Georgia,Dekalb,30307,67000,Lin,Inman,Grady,Candler Walk,,0,0,0,1,1,0,0,0,0,1 Assigned,Slab/None,0,,1961,Patio,492,162,11/20/2014,150
